text,true_label,predicted_label
i think america is very weary of this president's blame game and wasting time traveling the country as a celebrity as he garners support based on his celebrity status rather then what is good for our country.,1,0
"i hope all the obama voters are starting to get this, but probably not.",1,0
we have been told too many lies by him and his minions to believe anything he has to say.,1,1
praying for them and all who mourn,1,0
she is grossly unqualified for the position which makes your support of her confirmation extremely suspect!!,1,1
and on some issues the president has every right to institute some changes without congress.,1,1
or at least admit ya'll are being hypocritical when it comes to benghazi.,1,1
"what's your plan for insuring 400,000 south carolinians with no insurance, clogging up the emergency rooms, that we all pay for anyway?",1,1
i agree he is a patriot and our government cannot be trusted.,1,1
a faithful kansas republican.,1,1
obama needs to be impeached!!!!,1,1
"mccain needs to read the constitution he swore to uphold; 8 u.s. code 1182 inadmissible aliens, give our president the legal right to an executive order to stop aliens deemed a threat to our country.",1,1
now that right there is a true patriot.,1,1
"as margaret thatcher stood with courage and resolve, you cave yet again to pressure from somewhere.",1,1
"god bless sir... i want to root for you, a military wife.",1,0
you need to stand up with cruz and show some backbone,1,1
hollie boudreaux y'all still know anybody up there?,1,0
fiorino and cruz.,1,1
hahaha completely forgot this was john mccain's post.,1,1
would stay home and take care of our own nation?,1,1
he did it without your endorsements and he is wise about it.,1,1
".. more agents and a ""promise"" to enforce laws... and the trade off is... amnesty.",1,1
at one time i had respect for the republican party.,1,1
"the democrats are already a disgrace - these ""republicans"" are even more so for standing with those who are working to undermine our constitution, our rights, our liberty and our nation.",1,1
fyi the free phone program was started way back to reagan and bush increased it.,1,1
rand paul is the only person running for senate who isn't afraid to fight the statist federal government with his bare hands.,1,1
"praying that it will not go forward, but be completely stopped!",1,1
stop sending aid everywhere.,1,1
o says we can't handle it i say bs i want to know because he lies about everything else why not that....,1,1
"it's only fair that if the government increases it's debt limit, then i can too... can't imagine my husband approving that!",1,0
"if the election is close, and we in the utah majority choose independent, we may very well be handing the presidency to mr. trump and this i think is a dangerous gamble.",1,1
in the early 80's flying low level in a king air from dodge to kansas city still remember it as one of the most beautiful pictures that i have ever seen,1,0
"her money comes from away, her adds reek of out of state hit pieces, and i know emily cain is not a lumberjack.",1,0
at least a few good men stand up for the american people.,1,1
by congress you mean obama 👎 nothing will get done he'll just write up an executive order,1,1
the aca will give the government authority to make those mandates.,1,0
please rethink your stance and pass a clean budget immediately.,1,0
it was wasted fish some where in south centeral.,1,0
"sen. paul, why don't you sit down with sen. rubio and discuss this?",1,0
i'd rather be a wacko any day before being a liberal democrat!!,1,1
what is a wacko bird??,1,0
somehow i doubt that they were started in 1636. or did you just have an obama moment?,1,0
"22 your ancestors who went down into egypt were seventy in all, and now the lord your god has made you as numerous as the stars in the sky. """,1,0
beautifully said: praying,1,0
no please we can't go through with this.,1,0
but i do trust senator paul to ask the questions that need asking regarding questions of personal freedom.,1,1
"they need to get control of rhinos like mccain, and amateurs like paul ryan!",1,1
why did rand paul vote for the 2013 ndaa?,1,1
"i wanna see how you ted poe, plan to stop him and his regime!!",1,1
you're a lying democrat rino.,1,1
he needs to start leading this country and stop dictating and scolding.,1,1
you need to support the zadroga act right now.,1,1
"prayer for you: dear lord, help marsha to fight the good fight and be in the exact spots today that you need her to be.",1,0
"bring back the phrase ""we the people, for the people"" instead of, we the government for the government!",1,0
"if there is a shutdown, our military will not receive pay during the shutdown.",1,1
all he is doing is damage control because of his vote against the people in sc.,1,0
why aren't you brave enough to do what harry reid did.,1,1
while i have you... it is time for congress to take control of the epa and other government agencies that you created and now they regulate us without our consent!,1,1
flat tax no deductions.no politics,1,1
also praying our nation will solidly support israel.,1,1
you're the best tim scott!,1,1
endlessly blaming the last administration has done absolutely nothing except forcing all of us to live with the consequences of all those broken promises.,1,0
"while you're at it, stop foreign aid!",1,1
we have to stop the spending.,1,1
"praying for you, your husband, and your precious baby.",1,0
congress must stand up and be heard!,1,1
"please endorse ted cruz, senator!",1,1
i believe that he knows exactly what he is doing and it is a very workable plan.,1,0
spending needs to be fixed.,1,0
"lindsey, you are a total freakin 'idiot.",1,1
"we need a ""new"" admin before it is too late.",1,1
hay lets get rid of epa and hls we would b safer and ballance the books,1,1
if impeachment isn't started for this i will start the petitions to have congressmen removed myself so we can get some that will do it.,1,1
obama is as low as they go,1,0
"you, and those like you in congress, should have never caved on the original legislation that was passed.",1,1
"he can tell us anything he wants cody, the problem is he can't make us believe it now.",1,0
this president is running our country and breaking whatever rules he see's fit... why not impeach him or bring charges against him in some way... what hold does he have on our congress and senate that they don't react.... we sure did with clinton and his little escapade!,1,0
rubio portman 2016?,1,1
"reid wouldn't pass the bill and obama would veto it if they didn't get their way and blame pubs again if there was a shutdown, so what r they suppose to do to win huh",1,1
"praying for the families of the church, the s.c. state and for the a.m.e. church family.",1,0
he has absolutely no business there.,1,1
obamacare has no redeeming qualities.,1,1
it is time the american people stood up for their rights.,1,0
why should he do that when congress doesn't stand up to him and with stroke of a pen he changes people's lives and not for the better,1,0
we could sure use 534 more constitutional congressmen with 100% constitutional voting records like congressman thomas massie!,1,1
obama had it right in 2006 when he voted against raising the debt ceiling because failing to live within our means was a failure in leadership.,1,0
congress needs to do their job and stop this madness!,1,1
he's just going to blame republicans and those that don't agree with him.,1,0
men like you in dc give me hope for our nation's future!,1,0
this squabbling obama is doing with putin is childish bho is acting like a spoiled brat!,1,0
"rino's such as mr. ryan, mitch mcconnell, and even mr. trump.. who is just another rino in a more expensive suit with a louder mouth than the rest, will not restore the republic... and that is what we needed.",1,1
"right on rita, vote no senator scott please",1,1
because taking prayer out of our schools has worked so well.,1,1
"time to listen to constituents, and vote no on devos.",1,0
thanks for communicating to us senator lankford.,1,0
thanks paul ryan-- the new head of the better late than never bureau.,1,1
no government body should fear an audit unless they have something to hide.,1,1
sc voters we need to fire graham!,1,1
why are you not spending your time putting together another program that will work instead of offering nothing in place of this one??,1,1
what's sad is that it should of never been part of the state flag.,1,0
congressman steven palazzo will you be joining mississippi state lawmakers in asking dr. wright to step down or not institute this policy?,1,1
"we have lost the country to obama and the demacrats, and its too far gone to get it back now.",1,0
if only obama can be impeached so that a possibly better man can be president.,1,0
i have no answers but many questions!,1,0
"weak kneed, spineless jellyfish like boehner and mccain, who as far as i am concerned are just light socialists at worse or dem want to bes at best, are not needed in the republican party.",1,1
we need to stop talking about things in terms of liberal vs conservative or republican vs democrat.,1,0
god bless marsha blackburn in jesus name thy will be done.,1,1
because he loved the lord god creator and knew america was blessed when she followed his ways.,1,0
trump won in spite of paul ryan.,1,1
now how about we start discussing beginning the impeachment process on trump for violating the constitution?,1,1
bush ignored our laws and made unconstitutional laws like the patriot act which set the pathway for obama to ignore our constitutional laws as well.,1,1
wtf rand?,1,1
"no pay raises for congress or ""joltin 'joe"" biden, mr. president.",1,1
"how about you just continue to follow ""little johnny mccain"" around like a puppy dog and leave the sports predicting to someone else.",1,1
well written trey gowdy - sorry for your loss - god bless mrs. ezell for her wonderful way of touching lives.,1,0
"thanks to you and rino ryan, we are going to have 4 more years of odumbass!!!!!!!!!!!!!!!!",1,1
you really think differently from me mr. lankford!,1,1
"sir, with all due respect, your vote today approving the sale of f-16s with my tax dollars to the egyptian government tells me that you have sold your soul to the obama administration.",1,1
rubio and kemp... a great combo,1,1
ocare is an illegal tax.,1,1
"i do not agree with all of their views, but they took the debate.",1,0
where is tennessee standing with denial of refugee's?,1,0
replace boehner and mitchell,1,1
ron and rand are politicians who are trying to advance their own careers--no different than any other politician.,1,1
"i agree with you sen. thune, he was a remarkable man and truly had an unbelievable love for south dakota.",1,1
now we get to hear rush limbaugh excoriate mccain when a few years ago he was kissing his backside just because he was running against obama.,1,1
"you are so right, mia!",1,0
"william wood korean vet, tifton ga.",1,0
"well mr. gowdy, in just 4 hours you've struck over 5000 people's nerves here.",1,1
scott you are part of the problem in washington.,1,1
"your so full of crap paul ryan, just resign already, how can you effectually be the speaker of the house when you at the same time were back stabbing candidate donald trump?",1,1
you vote to maintain the status quo and reelect barry's rino supporter!!,1,1
"bottom line, if you cannot back the republican nominee then you have no business being affiliated with the gop!",1,1
thanks peter- i truly am just a simple inspired american that lived in sarasota / bradenton for a few years and watched as vern worked on the board at suntrust while many homeowners in that area lost their homes.,1,0
seems the majority of networks are more interested in keeping obama and his failed policies from being exposed by the truth!,1,0
"a flat tax on income, regardless of its source.",1,1
"censoring the peoples first amendment... that's bad for a ""conservative"" congressman",1,0
too much government control!!,1,1
how odd that today's republicans venerate a president whose deficit spending and tax increases are diametrically opposite to their position.,1,0
"we do not need to start losing our liberties for temporary safety, martial law, nsa spying without warrants, and gun confiscation either.",1,1
my personal opinion is the evidence warrants at minimum full impeachment and removal from office of several people.,1,0
oh and thought # nevertrump talked to you and y'all cleared the air.,1,1
i love you mia!,1,0
that number has increased since ronald reagan's top rate cuts in the early 1980s from around 33.4%.,1,1
i am praying that this evil obamacare goes away.,1,1
please vote louis gohmert for speaker.,1,1
congressman thomas massie i find no fault in you quoting reagan.,1,0
"scott, why can't we wish good fortune to both?",1,0
i am extremely conservative but realize that my views are not shared by the majority of people in our country these days.,1,1
stay true to your constituents.,1,0
give 'em hell tom!,1,1
you traitors fail to mention the pain and suffering the amnesty will cause the american people and legal residents.,1,1
"president obama's plan to grant amnesty to millions already living inside the united states will only further cement the one-way door between the two countries, as americans living under the poverty line struggle to support the influx of illegal immigrants.",1,0
@ ryan a muslim brotherhood would be a democratically chosen government for egypt.,1,0
why we didnt impeach obama is beyond me... can we try to get our america back???,1,1
society that turned away from our lord and our lady while demanding sanctions on russia that has one of the largest christian populations.,1,0
amazing that much of the tax code defines how one can legally not pay taxes.,1,0
"big brother invasions to privacy, obama care and still no clear answers for benghazi.",1,0
god bless you and your family mia love.,1,0
we were well aware of it and he knew it but he's on the side of a communist takeover.,1,1
"no,, if obama is for it, then we know it`s not good.. obama is not for america...",1,1
"@ doug, you mean like harry reid not giving even a hearing to any proposals for a budget, overdue for 4 yrs.",1,0
thom tillis i voted for you and i wanted to know why you voted in favor of taking 150 million from social security?,1,1
thad cochran and roger wicker sure compromised on the arms for egypt deal.,1,1
hang in there rand paul we will sure need you to stand up for us in dc.,1,1
it is clear that your constituents do not support betsy devos.,1,0
"indeed, just as passing obamacare has destroyed the democrats, not repealing the legislation will destroy republicans.",1,0
she is not qualified to run anything especially the department of education!,1,1
you should have voted no sir.,1,1
obama said to veto it again.,1,0
trey gowdy you can show your gratitude by continuing to steadfastly investigate hillary clinton and her corrupt foundation!,1,1
not only would i save money but the debt would come down.,1,1
"no, vote no!",1,1
obama is the one spending it.,1,0
congress has nothing to do with whether obama wins or loses.,1,0
no how!!,1,0
i enjoyed listening to you and senator thune yesterday in yankton.,1,0
"tim, i'm surprised you didn't follow mike lee and steve king",1,1
amen brother!!!,1,0
he should have already been replaced.,1,1
"james, please do not give in to obama to let them give authority to read e-mails without a good reason.",1,1
"our southern borders need to be reinforced, rebuilt.",1,1
we need insurance that people can afford to pay & not have to free load off of others!,1,1
we need no tax on personal income.,1,1
being a patriot is standing in opposition to trump.,1,0
you are a republican and hold duty to your party above duty to your constituents or your country.,1,1
"no congressman, you are not missing anything.",1,0
too late socialism is already started.,1,0
"senator john mccain you receive a """" """" """" """" ""f"" """" """" """" """", a big capital ""f""!",1,1
aiding criminals isn't there a law that americans will go to jail for there actions in aiding and harboring criminals so what is this biased government people above the laws!,1,1
obama's selective editing always removes references to god!,1,1
conservatives were griping about bush spending too.,1,1
would rand consider being secretary of state under trump?,1,0
"yes, demand a vote against amnesty for illegal criminals!",1,1
also you guys know that mexico is only one small part of our immigration problem.,1,0
please tell republicans.. don't cave in on the sequester... let obama deal with the mess he created!,1,1
common sense tells you that you cannot continue to spend more that you take in.,1,1
"using drones and special forces to remove specific, dangerous targets is a lot smarter, cheaper, and healthier than having a hundred thousand of our folks invade a country that didn't attack us and then staying there for ten or twelve years.",1,1
start listening to your constituents and stop trying to pull the wool over their eyes.,1,0
the reason we are in a recession is because of government spending.,1,1
'bout time we had a senator with guts,1,1
the more obama gets away with the further he goes!,1,0
yu know that christie is really a dem.,1,0
"rand, check out james herbert harrison's new novel quest for power.",1,0
that's why republicans were elected to congress in 2010. the aca is a fabulous idea and one that will work if it is allowed into fruition.,1,0
cut until there is a balance between a minimal increase in the debt ceiling and the lowest possible level of discretionary spending.,1,1
yes the government needs more money is that what your saying johnny,1,1
"we have your back, in prayers!",1,0
tenacious trey will find the truth!,1,1
"under this proposal, internet stores need to deal with 1600 + taxing authorities.",1,1
"you have a president who states to the country, i don't care what congress wants.. or the people... i want this and they don't give me what i want... i will go around them.. i will do what i want on my own... to me... that is an impeachable offense!!",1,1
respect your opinion ted cruz!,1,1
well said steven keep them in the middle east.,1,1
i favor option b,1,0
mrs. devos has never attended a public school.,1,1
"yeah, sounds about right to me - except they left out the part about how the administration has consistently lied about all of it!",1,0
federal spending is too high because the politicians have promised too much for the last 40 years and used the credit card to pay for much of it.,1,1
"b) they see obama coming right out and stating that he will ignore the constitution because ""i have a pen and a phone"".",1,0
cap & tax needs to go down to defeat quickly.,1,1
let the country boys get the hay out there,1,1
if you have any questions take a look at nigeria and south africa.,1,0
nicely put fred.,1,0
"welcome to tennessee ""we're succeeding in tennessee, not because of your liberal policies, but in spite of them"" president obama visited chattanooga, tn today where he visited an amazon distribution center to announce his new jobs plan.",1,0
you're an establishment sell out,1,1
why cant you stop obama's damaging endeavors???,1,1
mr. bilirakis... if we as a country do not stop this treaty from happening we will be in more trouble than we are now.,1,1
yes praying too,1,0
if we do not close the borders this is coming soon to theatres in the usa.,1,1
"get rid of the dept of education, dept of energy, cut the interior dept down only to the national park service, cut hhs by 2 / 3, cut hud by 2 / 3, and cut the irs by 2 / 3.",1,1
how do these people get elected.... last time i checked spending money you dont have has always been a bad thing.,1,1
li'l marco,1,1
it's a thumb in the eye of conservatives by the president.,1,1
trey for president next election!!!,1,1
trey gowdy you are one of the few good guys in dc that i trust.,1,1
im from idaho and would be proud to support mr. gowdy for president!,1,1
once upon a time i believed in you mr. ryan.,1,1
"what all that has gotten us is $15,000,000,000,000 in debt!",1,1
"also, we should evaluate all foreign aid and give it to countries that really deserve it.",1,0
did you forget to mention that he embraces illegal immigration and that we take more refugees than any country combined?,1,1
it sounds to me like sen. barrasso is ready to join the revolution to defund the obama (doesn't) care lie.,1,1
god bless you trey gowdy god bless our military and god continue to bless america...,1,0
"senator inhofe, obama is not the man to take care of this matter.",1,1
i'd move to sc just to vote for you.,1,0
i know coffman isn't a rino but the leadership is.,1,1
"we have obama in office today because the gop still thinks that voters will ""know better"".",1,0
when insurance premiums increase $700.00 or more a month for arkansas' teachers you must vote to defund obama care!,1,1
you are not the wacko,1,0
"do constitutional carry concealed in north carolina, cut the spending in d c.",1,1
"remember one thing, these country's were taken over under our previous president's with no retaliation.",1,1
epa is a disaster.,1,1
i can't speak for bob.,1,0
"obama who has closed the parks, mall, etc -- your party did that when you voted to shut down the govt.",1,0
tim never a good deal to trust terrorists!,1,1
stop the dictator now!,1,1
how many times do we have to say it before they get it...... no to obama health care takeover..,1,1
"do not let them down, fund the zadroga act.",1,1
why is obama getting away with criminal activity?,1,1
arrest politicians that intact policies that give drivers license and aid to illegals.,1,1
"defund it, that is a solution.",1,1
this administration doesn't know the meaning of that word.... truth!,1,0
ronald reagan... he was the first president i voted for!!,1,1
"i agree, senator mcconnell.",1,1
why they don't listen anyway,1,0
"millions of dead children tom, then you and those in senate and house go on vacation.",1,1
mr. gowdy is the right man for the job!!,1,1
"senator rubio, i have a tremendous amount of respect for you but you are wrong.",1,0
"marsha, you are a psuedo conservative.",1,1
"if our eleted officials really care for we the people, you will replace boehner and the other gop leadership.",1,1
"senator mccain is the ""wacko bird"" and thats the nicest thing i can say about him.",1,1
i do not have an opinion on the flag but i remember when i lived at the beach in de.,1,0
congress should have started impeachment process on obama already?,1,1
"mia, have you seen this report?",1,0
i'm writing in marco rubio for president!,1,1
"no way, but jesus tells us that we should.",1,0
"ah, why not just go to a one world socialist government now and cut out the red tape.",1,1
i sincerely hope that you will do whatever it takes to stop obama from trying to take our guns.,1,1
"it is inconceivable to me that he signed this without notifying hsa, tsa or immigration / customs with some sort of guidance as to how it was to be enforced.",1,0
come on.... you really believe that this congress actually cares what we the people think??,1,0
what have the establishment republicans done to stop him.,1,1
i guess being a good liar is a requirement to be part of this administration,1,1
what if islam were the main religion of the united states and s / he is made to pray or listen to prayer with islamic slant at school?,1,0
"worthless cowardly hearings, trey gowdy?",1,1
i'm appalled at obama for not recognizing the consequences of announcing amnesty and his do nothing border policies.,1,0
andhe doesn't have the authority to do so anyway!!!,1,1
"charlie, spoken like a true obama supporter.",1,0
"the president needs congress approval to activate the army, air force and navy but not the marines.",1,0
"if you are not going to be a champion for north carolina families, you should at least be honest about your motives.",1,0
'the border surge amendment introduced by senators corker and hoeven is designed to help us regain over sovereignty.',1,1
he should give out free guns since hes so into spending money and handouts.... and resign... before hes impeached or the entire country revolts against this tyranical governement.,1,1
"so true, and merry christmas and god bless",1,0
thanks alot for selling out america!,1,1
i cant wait for 2016. rubio all the way.,1,1
send every one of them to the border.,1,1
ask obama and his cronies joanie kyle,1,1
god bless you and my prayers are with you.,1,0
"mrs. devos has no experience with public schools, her answers during the hearing highlighted huge gaps in the knowledge she surely should have to preside over the department of education, and there is much evidence that charter schools do not increase students achievement, among other shortcomings.",1,1
"during the communist era, the communist parties of the soviet union and of the warsaw pact, had the best health insurance plans for their party elite, for the members of the politburo, the kgb, and the communist party.",1,1
listen to your constituents and start listening to your messages.,1,0
god will be your defender mr. higgins.,1,0
"i don't need decisive slogans, conservative, christian, constitutional all b.s.",1,0
"tim scott, we have a pastor (greg surratt) who has set a great example of humble service to our great god.",1,1
for instant goose bumps and a real presidential speech listen as president reagan pounds the first hammer into the berlin wall: http: / / youtu.be / 5mdfx-dntsm,1,1
"thanks mr. ryan, i had about give up hope on you being the gentlemen i had admired and known.",1,1
my vote goes for trey,1,1
you should be leading the fight against this administration to defend this republic and our constitution.,1,1
"what more damage can obama do, he has already put more debt on the american people than the next 6 generations can repay.",1,0
might as well put us in there earning your paycheck ryan.,1,1
"well rand if your statement is one of conviction, fight to get rid of the electoral college and put the power back into the american publics hands.",1,0
"you said to us, give us the house, the senate and we can stop obama's decimation of america.",1,1
wish they were here now to fix this mess.,1,0
obamacare has nothing to do with the budget.,1,0
"has become, keep up the good work and may god bless you and our country.",1,0
"you guys hate obama or obama care, which we voted in, and your punishing us, the taxpayers,?",1,0
he would love for them to cross the line and challenge his authority.,1,1
"instead of asking us, why dint you say what you think!",1,1
clean up congress first and then deal with the president and all his executive orders.,1,1
"rubio is facing some adversity right now and that is a good thing, he will grow and show strength.",1,1
i never thought the confederate flag had a real place on government grounds.,1,0
"as your fellow senator, lindsey graham, pointed out, this order will be used to recruit new isis members.",1,1
the economy is still being trashed by obama and he is giving our money away as fast as he can to everyone else!,1,1
why are they arming a country that is most likely to be our next enemy?,1,0
"irs ""scandal"".",1,1
"""those who wished to oppose the speaker should have done so then.""",1,1
so your solution is to blame obama?,1,1
prayers for all those involved.,1,0
it may be too late by the time you get to the bottom of it....,1,0
"marsha, demand that he prosecute the people paying for the child trafficking along with the traffickers.",1,0
"mr. senator rand paul, i have nothing but respect for you and believe you should go down in history as one of the best senators ever.",1,0
until there is a treaty on paper you as a lawmaker not the executive are not suppose to be part of the process.,1,1
wish israel would just let gaza be its own country.,1,0
"those ""founding principles"" that you speak of tom mcclintock, is what has made our country tick all of these years.",1,1
i am very disappointed in our government tonight.,1,0
"now that obama has socialized it, watch how fast the quality goes downhill.",1,1
it's time for men to become men and take a stand for the people they serve.,1,1
"senator, is there any reason you would not support the fair tax hb 25?",1,0
all of the legislative branch need to stand up to obama and tell him no more syrians allowed and then put the ones already here on boats back home.,1,1
"trey sometimes i think that you are the only one that realy knows what the hell they are talking about, along with the facts to back it up.",1,0
"tom mcclintock is a rare breed, an honest politician.",1,1
he already did mess with first responders and now he is telling people not to vote for trump or cruz or else.,1,0
i agree 100% that ta needs reinstated.,1,1
how many millions have the obamas spent on their vacations??????,1,1
medicare part b was gutted by obamacare.,1,1
we are keeping the fires burning down in south florida marco!,1,1
how about i resign,1,0
they effectively serve for live because congress and the president don't have the intestinal fortitude to remove them for bad behavior.,1,1
"forget all the debates, the manipulating of statements, etc.. get out and vote- conway is an old time democrat- we don't need any more party votes for obama.",1,0
"vern is just another weasel, he avoids answering any questions about immigration / amnesty.",1,1
trey gowdy would be excellent as speaker!,1,1
"lindsey, i appreciate your sentiments, but i just have to tell, as a south carolinian, i feel sanford betrayed our trust when he lied about where he was and none of his people knew how to get in touch with him while he was away.",1,1
"the american people are counting on congressmen like you, senator ted cruz, united states senator mike lee, louie gohmert.",1,1
"for a brief moment, understand that you've done nothing more than promote your name, and throw utah under the bus to do so.",1,1
why should any of us pay taxes anymore if you can't be trusted to spend it wisely?,1,0
"you cannot ""go along to get along"" we the people will be watching and we will remember.",1,1
"they are going to come up with tons of excuses as to why it can't happen immediately, there are too many issues interwoven with the legislation, we need a replacement plan, whatever.... the fact is that obamacare is a huge source of revenue that they will be unwilling to stop.",1,1
bruce poliquin is a mainer for mainers!!!,1,1
i will be promoting you until 2016. god bless and continue to fight the good fight.,1,0
please do what you can to get rid of boehner and other republican leaders who support obama's illegal actions!,1,0
"vice president material... great representation, tim!",1,0
"i will continue to pray for you, because you are a man who worships the money changers in the temple and, instead of turning over the tables, you pull up and chair and participate.",1,0
"come on marsha, we're rooting for you and you keep stepping in it.",1,0
your vote for devos will be my reason to vote you out.,1,1
because the dems know that the republican will cave.,1,0
articles of impeachment should be filed immediately in the house.,1,1
obama should be impeached for his actions while in office!!,1,1
"john boehner, as the republican leader and speaker of the house, is the best friend obama could have.",1,0
i wish you would resign!,1,1
the president is on limited time we will vote him out.,1,1
repeal is not a fix it is extortion!,1,1
# teammitch # zadroga # worstresponders,1,1
obama needs to be gone asap.,1,1
satan is a congressman who tells you they can balance a budget by merely cutting revenue.,1,1
"we have the weak rinos to depend on like tpp, the budget and immigration.",1,1
"nicholas, you hit the nail on the head with that statement",1,0
"would love to stay and chat, but i must be on my way to work... so many wasteful politicians are depending on me... edited to add: and all those illegal aliens mike wants to give amnesty to.",1,1
i've called mcconnell.,1,1
the constitution you fought for.,1,1
and obamacare was not something this nation could afford financially.,1,1
"i used to think that you had class, rand.",1,1
"mr goodlatte, are you drinking the unscientific ""fearbola"" koolade, too.",1,1
no obamacare!,1,1
what is a good internet feed for fox news?,1,1
"we, the american deplorables, do not care about what happened 11 years ago!",1,1
"people wanted a change, so they voted for obama.",1,0
many of us feel like our freedom is being infringed upon.,1,0
20 million people in our country now have healthcare thanks to aca and they need it!,1,0
and congress let him do it!,1,1
"and, boehner is officially, and solidly re-elected as speaker again.",1,1
the irs has been used to punish those not in power for years by both parties.,1,0
"insanity is defined as repeating the same thing and expecting a different outcome..... do you really expect the president to sign the repeal bill, if so, that is insanity.",1,0
congress- spineless,1,1
god really does answer prayers!,1,0
good man sen shelby,1,1
i hope you will have some way to bring down the cost on the ones that were jacked up to help pay for the obamacare.,1,0
this turmoil happens when you have no presidential leadership.,1,0
i don't.understand you mccain.,1,1
please johnny make it even plainer for people what your intent is for today's cloture vote.,1,0
the american people are not stupid and they are not going to believe that republicans voting to shut off debate somehow want to defund obamacare.,1,0
obama and john sullivan are laws unto themselves.,1,0
we all need to take back this country from the liberal loons that are trying to run it... run it into the ground.,1,1
we impeached a president for lieing to the american people for something as small as watergate.... and he wasn't impeached for the crime... he was impeached for lying!,1,1
lindsey graham is the problem.,1,1
i agree with mr. rubio that we can't lump all middle eastern countries into one pot.,1,1
how in the world can you call yourself a conservative.,1,1
what does israel have to do with government mandated health insurance?,1,0
be very very careful at how much political suck you give this one mia i supported and donated to your elections and reelection causes and so don't blow it now!,1,1
"hooray, there may be a patriot in the senate after all, and the rest had better join him!!",1,1
"you are right, mia.",1,0
i'm sure you realize that betsy devos is not qualified for the position that she has been nominated for.,1,1
also why are the candidates taking up for terrible questions and bad debate with little to no information.,1,0
i've got questions about your support for aca repeal.,1,1
the president is not picking and choosing what cuts should be made.,1,0
"we need more people like john boozman willing to say ""no"" to socialist take over of our country.",1,1
my father was born and raised in cuba.,1,0
"actually its clear you are choosing to shutdown the government if you can't get your way on defunding obamacare, which is not going to happen.",1,1
does he really think he will be rewarded for his being a turncoat?,1,1
@ john thomas - how about incentivising spanish immigrants to learn english so leaders like rand don't have to?,1,1
conservative voters are wising up and you just lost a ton of credibility and respect by issuing this press release.,1,1
"needs investigated and impeachment and jailing put into action this has been the most corrupt administration i have known, more so than the nixon watergate.",1,1
stephane why are you not repealing obamacare if you voted against it?,1,0
to mr vern buchanan why should put our military in land or county that do not us in first place.,1,1
"senator marco rubio seems to meet the definition, don't you think?",1,1
legalize marijuana n get rid of obama n you would never have to ever worry bout re election,1,1
please do not compromise with mr. obama and senator reid.,1,1
"i wonder if it had been a little league game at a ball field in sumter, or cheraw, or anderson or any other small town in sc if you would be so cold and hate filled.",1,0
"just tell hagan and burr, that their lack of support to the north carolina people are no longer needed, since they have done everything in their power to hurt the north carolina citizens.",1,1
"when i saw this a few hours ago i told my husband immediately saying ""yay"" because we both still have our marco rubio stickers on our cars.",1,1
please keep fighting for increased liberty!,1,0
obama is making it hard to purchase ammo for the guns.,1,0
"but, until then... god help us.",1,0
the man taught constitutional law.,1,0
"john, you have good common sense.",1,0
awesome display mr. paul!,1,1
please stop obozo before he destroys america.,1,1
"computer security logs from mrs. clinton's private server, records that showed no evidence of foreign hacking, according to people close to a federal investigation into mrs. clinton's emails.",1,0
republicans in both the senate and house of representatives should be fighting to keepi george bush's tax cuts... lowering government spending... improving our security.,1,1
"heh, why no mention from franks of the two unfunded wars (that the children of republican chicken hawks never seem to enlist in) and the bush tax cuts?",1,1
stop this president who wants to make himself a dictator.,1,1
they follow their leader obama!,1,0
bush kept cutting taxes and we kept losing jobs.,1,1
potus usually goes over our laws and decisions of senate and congress because he feels he is above anything and everything.,1,1
"i can't say the same for some other republican congressmen, especially the house leader.",1,0
i support james lankford because he is a man of god.,1,1
"""republicans also seek $430 billion worth of cuts to medicare, though the joint framework drops the controversial plan from rep. paul ryan (r-wis.) that offered seniors the chance to use subsidies to purchase private insurance.",1,1
"you are one classy lady, mia.",1,0
you need to impeach obama.,1,1
we better fall to our knees and pray before we fall as a country.,1,0
"the isis is doing just what he wants them to do, because he is saying and doing nothi",1,1
shame on any one of you guys that shun him!!!!,1,0
why keep giving our money way.... where is the common sense from the other congressmen....,1,1
so thankful for leaders like you mia: -),1,0
"especially with obama wanting exclusive say over which ""police"" get military surplus!",1,0
obama promised no new taxes.,1,0
prayers from georgia - we love you in christ and stand with you in support of all life!,1,0
"you allow him to aid the enemy, you allow him to spend the riches of yhe people you his own advantage.",1,1
if gb was so bad why hasn't obama closed it and why does he keep sending troops to iraq and afganastan.,1,1
refusing to raise the debt limit is deliberately breaking those laws.,1,0
"i would love to hear him say... ""i am resigning!!!""",1,1
ask him if he believes the potus is legal.,1,1
"mike crapo, what a perfect name for a rino traitor.",1,1
i know the rinos are going to find a way to give the deal to obama - please expose them when they do.t,1,1
doug - you are so full of it.,1,1
wake up people it will not get better unless we take it back from the tyrants.,1,1
do not cave on amnesty!,1,1
"my family and i pray for you, your husband and the little baby growing inside you.",1,0
stand with them as insert our military to back the non-chavez supporting portion of the military that will not be in control?,1,1
the thing i wonder about is why congressman coffman thought this is a topic worth posting about?,1,0
do it johnny.,1,1
what is your opinion now that the fbi changed to not so guilty??,1,1
it's time for you yahoos in washington do what we sent you there to do... stop giving obama more power.,1,1
deport the current illegals and then begin to protect our borders.,1,1
"recall this senator to south carolina and keep him here, appoint trey gowdy to this position until we have a special election.",1,1
senator marco rubio--right,1,1
"better yet, what country should you move to if you cannot see what he is doing to destroy our great country.",1,1
